TRACK_ID,TRACK_NAME,ALBUM_TITLE,ARTIST_NAME,GENRE_NAME,MEDIA_TYPE_NAME,COMPOSER,SECONDS,BYTES
1733,Atrás Do Trio Elétrico,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,149.08,4917615
1734,Senta A Pua,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,217.55,7205844
1735,Ro-Que-Se-Da-Ne,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,146.70,4805897
1736,Tudo Bem,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,196.10,6419139
1737,Toda Forma De Amor,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,227.81,7496584
1738,Tudo Igual,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,276.04,9201645
1739,Fogo De Palha,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,246.80,8133732
1740,Sereia,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,278.05,9121087
1741,Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,261.04,8698959
1742,Se Você Pensa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,196.00,6552490
1743,Lá Vem O Sol (Here Comes The Sun),Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,MPEG audio file,,189.49,6229645
1744,O Último Romântico (Ao Vivo),Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,MPEG audio file,,231.99,7692697
1745,Pseudo Silk Kimono,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",134.74,4334038
1746,Kayleigh,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",234.61,7716005
1747,Lavender,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",153.42,4999814
1748,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",356.49,11791068
1749,Heart Of Lothian: Wide Boy / Curtain Call,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",366.05,11893723
1750,Waterhole (Expresso Bongo),Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",133.09,4378835
1751,Lords Of The Backstage,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",112.88,3741319
1752,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",569.70,18578995
1753,Childhoods End?,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",272.80,9015366
1754,White Feather,Misplaced Childhood,Marillion,Rock,MPEG audio file,"Kelly, Mosley, Rothery, Trewaves",143.60,4711776
1755,Arrepio,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Carlinhos Brown,136.25,4511390
1756,Magamalabares,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Carlinhos Brown,215.88,7183757
1757,Chuva No Brejo,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Morais,145.61,4857761
1758,Cérebro Eletrônico,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Gilberto Gil,172.80,5760864
1759,Tempos Modernos,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Lulu Santos,183.07,6066234
1760,Maraçá,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Carlinhos Brown,230.01,7621482
1761,Blanco,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos,45.19,1454532
1762,Panis Et Circenses,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,192.34,6318373
1763,De Noite Na Cama,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,209.01,7012658
1764,Beija Eu,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,197.28,6512544
1765,Give Me Love,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,249.81,8196331
1766,Ainda Lembro,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,218.80,7211247
1767,A Menina Dança,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,129.41,4326918
1768,Dança Da Solidão,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,203.52,6699368
1769,Ao Meu Redor,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,275.59,9158834
1770,Bem Leve,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,159.19,5246835
1771,Segue O Seco,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,178.21,5922018
1772,O Xote Das Meninas,Barulhinho Bom,Marisa Monte,Latin,MPEG audio file,Caetano Veloso e Gilberto Gil,291.87,9553228
1773,Wherever I Lay My Hat,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,,136.99,4477321
1774,Get My Hands On Some Lovin',Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,,149.05,4860380
1775,No Good Without You,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,"William ""Mickey"" Stevenson",161.41,5259218
1776,You've Been A Long Time Coming,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Brian Holland/Eddie Holland/Lamont Dozier,137.22,4437949
1777,When I Had Your Love,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152.42,4972815
1778,You're What's Happening (In The World Today),Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Allen Story/George Gordy/Robert Gordy,142.03,4631104
1779,Loving You Is Sweeter Than Ever,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Ivy Hunter/Stevie Wonder,166.30,5377546
1780,It's A Bitter Pill To Swallow,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,"Smokey Robinson/Warren ""Pete"" Moore",194.82,6477882
1781,Seek And You Shall Find,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,"Ivy Hunter/William ""Mickey"" Stevenson",223.45,7306719
1782,Gonna Keep On Tryin' Till I Win Your Love,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Barrett Strong/Norman Whitfield,176.40,5789945
1783,Gonna Give Her All The Love I've Got,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Barrett Strong/Norman Whitfield,210.89,6893603
1784,I Wish It Would Rain,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Barrett Strong/Norman Whitfield/Roger Penzabene,172.49,5647327
1785,"Abraham, Martin And John",Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Dick Holler,273.06,8888206
1786,Save The Children,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Al Cleveland/Marvin Gaye/Renaldo Benson,194.82,6342021
1787,You Sure Love To Ball,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Marvin Gaye,218.54,7217872
1788,Ego Tripping Out,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Marvin Gaye,314.51,10383887
1789,Praise,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Marvin Gaye,235.83,7839179
1790,Heavy Love Affair,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,MPEG audio file,Marvin Gaye,227.89,7522232
1791,Down Under,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,222.17,7366142
1792,Overkill,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,225.41,7408652
1793,Be Good Johnny,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,216.32,7139814
1794,Everything I Need,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,216.48,7107625
1795,Down by the Sea,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,408.16,13314900
1796,Who Can It Be Now?,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,202.40,6682850
1797,It's a Mistake,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,273.37,8979965
1798,Dr. Heckyll & Mr. Jive,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,278.47,9110403
1799,Shakes and Ladders,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,198.01,6560753
1800,No Sign of Yesterday,The Best Of Men At Work,Men At Work,Rock,MPEG audio file,,362.00,11829011
1801,Enter Sandman,Black Album,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",332.25,10852002
1802,Sad But True,Black Album,Metallica,Metal,MPEG audio file,Ulrich,324.75,10541258
1803,Holier Than Thou,Black Album,Metallica,Metal,MPEG audio file,Ulrich,227.89,7462011
1804,The Unforgiven,Black Album,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",387.08,12646886
1805,Wherever I May Roam,Black Album,Metallica,Metal,MPEG audio file,Ulrich,404.32,13161169
1806,Don't Tread On Me,Black Album,Metallica,Metal,MPEG audio file,Ulrich,240.48,7827907
1807,Through The Never,Black Album,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",244.38,8024047
1808,Nothing Else Matters,Black Album,Metallica,Metal,MPEG audio file,Ulrich,388.83,12606241
1809,Of Wolf And Man,Black Album,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",256.84,8339785
1810,The God That Failed,Black Album,Metallica,Metal,MPEG audio file,Ulrich,308.61,10055959
1811,My Friend Of Misery,Black Album,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Jason Newsted",409.55,13293515
1812,The Struggle Within,Black Album,Metallica,Metal,MPEG audio file,Ulrich,234.24,7654052
1813,Helpless,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Harris/Tatler,398.32,12977902
1814,The Small Hours,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Holocaust,403.44,13215133
1815,The Wait,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Killing Joke,295.42,9688418
1816,Crash Course In Brain Surgery,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Bourge/Phillips/Shelley,190.41,6233729
1817,Last Caress/Green Hell,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Danzig,209.97,6854313
1818,Am I Evil?,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Harris/Tatler,470.26,15387219
1819,Blitzkrieg,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Jones/Sirotto/Smith,216.69,7090018
1820,Breadfan,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Bourge/Phillips/Shelley,341.55,11100130
1821,The Prince,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Harris/Tatler,265.77,8624492
1822,Stone Cold Crazy,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Deacon/May/Mercury/Taylor,137.72,4514830
1823,So What,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Culmer/Exalt,189.15,6162894
1824,Killing Time,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Sweet Savage,183.69,6021197
1825,Overkill,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Clarke/Kilmister/Tayler,245.13,7971330
1826,Damage Case,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Clarke/Farren/Kilmister/Tayler,220.21,7212997
1827,Stone Dead Forever,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Clarke/Kilmister/Tayler,292.13,9556060
1828,Too Late Too Late,Garage Inc. (Disc 2),Metallica,Metal,MPEG audio file,Clarke/Kilmister/Tayler,192.05,6276291
1829,Hit The Lights,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",257.54,8357088
1830,The Four Horsemen,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Dave Mustaine",433.19,14178138
1831,Motorbreath,Kill 'Em All,Metallica,Metal,MPEG audio file,James Hetfield,188.40,6153933
1832,Jump In The Fire,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Dave Mustaine",281.57,9135755
1833,(Anesthesia) Pulling Teeth,Kill 'Em All,Metallica,Metal,MPEG audio file,Cliff Burton,254.96,8234710
1834,Whiplash,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",249.21,8102839
1835,Phantom Lord,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Dave Mustaine",302.05,9817143
1836,No Remorse,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",386.80,12672166
1837,Seek & Destroy,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",415.82,13452301
1838,Metal Militia,Kill 'Em All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Dave Mustaine",311.33,10141785
1839,Ain't My Bitch,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",304.46,9931015
1840,2 X 4,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",328.25,10732251
1841,The House Jack Built,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",398.94,13005152
1842,Until It Sleeps,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",269.74,8837394
1843,King Nothing,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",328.10,10681477
1844,Hero Of The Day,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",261.98,8540298
1845,Bleeding Me,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",498.00,16249420
1846,Cure,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",294.35,9648615
1847,Poor Twisted Me,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",240.07,7854349
1848,Wasted My Hate,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",237.30,7762300
1849,Mama Said,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",319.76,10508310
1850,Thorn Within,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich, Kirk Hammett",351.74,11486686
1851,Ronnie,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",317.20,10390947
1852,The Outlaw Torn,Load,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich",588.72,19286261
1853,Battery,Master Of Puppets,Metallica,Metal,MPEG audio file,J.Hetfield/L.Ulrich,312.42,10229577
1854,Master Of Puppets,Master Of Puppets,Metallica,Metal,MPEG audio file,K.Hammett,515.24,16893720
1855,The Thing That Should Not Be,Master Of Puppets,Metallica,Metal,MPEG audio file,K.Hammett,396.20,12952368
1856,Welcome Home (Sanitarium),Master Of Puppets,Metallica,Metal,MPEG audio file,K.Hammett,387.19,12679965
1857,Disposable Heroes,Master Of Puppets,Metallica,Metal,MPEG audio file,J.Hetfield/L.Ulrich,496.72,16135560
1858,Leper Messiah,Master Of Puppets,Metallica,Metal,MPEG audio file,C.Burton,347.43,11310434
1859,Orion,Master Of Puppets,Metallica,Metal,MPEG audio file,K.Hammett,500.06,16378477
1860,Damage Inc.,Master Of Puppets,Metallica,Metal,MPEG audio file,K.Hammett,330.92,10725029
1861,Fuel,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",269.56,8876811
1862,The Memory Remains,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",279.35,9110730
1863,Devil's Dance,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",318.96,10414832
1864,The Unforgiven II,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",395.52,12886474
1865,Better Than You,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",322.90,10549070
1866,Slither,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",313.10,10199789
1867,Carpe Diem Baby,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",372.48,12170693
1868,Bad Seed,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",245.39,8019586
1869,Where The Wild Things Are,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Newsted",414.38,13571280
1870,Prince Charming,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",365.06,12009412
1871,Low Man's Lyric,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",457.64,14855583
1872,Attitude,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich",315.90,10335734
1873,Fixxxer,ReLoad,Metallica,Metal,MPEG audio file,"Hetfield, Ulrich, Hammett",496.07,16190041
1874,Fight Fire With Fire,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,285.75,9420856
1875,Ride The Lightning,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,397.74,13055884
1876,For Whom The Bell Tolls,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,311.72,10159725
1877,Fade To Black,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,414.82,13531954
1878,Trapped Under Ice,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,244.53,7975942
1879,Escape,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,264.36,8652332
1880,Creeping Death,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,396.88,12955593
1881,The Call Of Ktulu,Ride The Lightning,Metallica,Metal,MPEG audio file,Metallica,534.88,17486240
1882,Frantic,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350.46,11510849
1883,St. Anger,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441.23,14363779
1884,Some Kind Of Monster,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505.63,16557497
1885,Dirty Window,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324.99,10670604
1886,Invisible Kid,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510.20,16591800
1887,My World,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345.63,11253756
1888,Shoot Me Again,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430.21,14093551
1889,Sweet Amber,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327.24,10616595
1890,The Unnamed Feeling,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429.48,14014582
1891,Purify,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314.02,10232537
1892,All Within My Hands,St. Anger,Metallica,Metal,MPEG audio file,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527.99,17162741
1893,Blackened,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich & Jason Newsted",403.38,13254874
1894,...And Justice For All,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich & Kirk Hammett",585.77,19262088
1895,Eye Of The Beholder,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich & Kirk Hammett",385.83,12747894
1896,One,...And Justice For All,Metallica,Metal,MPEG audio file,James Hetfield & Lars Ulrich,446.48,14695721
1897,The Shortest Straw,...And Justice For All,Metallica,Metal,MPEG audio file,James Hetfield and Lars Ulrich,395.39,13013990
1898,Harvester Of Sorrow,...And Justice For All,Metallica,Metal,MPEG audio file,James Hetfield and Lars Ulrich,345.55,11377339
1899,The Frayed Ends Of Sanity,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",464.04,15198986
1900,To Live Is To Die,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Cliff Burton",588.56,19243795
1901,Dyers Eve,...And Justice For All,Metallica,Metal,MPEG audio file,"James Hetfield, Lars Ulrich and Kirk Hammett",313.99,10302828
1902,Springsville,Miles Ahead,Miles Davis,Jazz,MPEG audio file,J. Carisi,207.73,6776219
1903,The Maids Of Cadiz,Miles Ahead,Miles Davis,Jazz,MPEG audio file,L. Delibes,233.53,7505275
1904,The Duke,Miles Ahead,Miles Davis,Jazz,MPEG audio file,Dave Brubeck,214.96,6977626
1905,My Ship,Miles Ahead,Miles Davis,Jazz,MPEG audio file,"Ira Gershwin, Kurt Weill",268.02,8581144
1906,Miles Ahead,Miles Ahead,Miles Davis,Jazz,MPEG audio file,"Miles Davis, Gil Evans",209.89,6807707
1907,Blues For Pablo,Miles Ahead,Miles Davis,Jazz,MPEG audio file,Gil Evans,318.33,10218398
1908,New Rhumba,Miles Ahead,Miles Davis,Jazz,MPEG audio file,A. Jamal,276.87,8980400
1909,The Meaning Of The Blues,Miles Ahead,Miles Davis,Jazz,MPEG audio file,"R. Troup, L. Worth",168.59,5395412
1910,Lament,Miles Ahead,Miles Davis,Jazz,MPEG audio file,J.J. Johnson,134.19,4293394
1911,I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead,Miles Davis,Jazz,MPEG audio file,"H. Spina, J. Elliott",191.32,6219487
1912,Springsville (Alternate Take),Miles Ahead,Miles Davis,Jazz,MPEG audio file,J. Carisi,196.39,6382079
1913,Blues For Pablo (Alternate Take),Miles Ahead,Miles Davis,Jazz,MPEG audio file,Gil Evans,212.56,6900619
1914,The Meaning Of The Blues/Lament (Alternate Take),Miles Ahead,Miles Davis,Jazz,MPEG audio file,"J.J. Johnson/R. Troup, L. Worth",309.79,9912387
1915,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),Miles Ahead,Miles Davis,Jazz,MPEG audio file,"H. Spina, J. Elliott",192.08,6254796
1916,Coração De Estudante,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Wagner Tiso, Milton Nascimento",238.55,7797308
1917,A Noite Do Meu Bem,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,Dolores Duran,220.08,7125225
1918,Paisagem Na Janela,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Lô Borges, Fernando Brant",197.69,6523547
1919,Cuitelinho,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,Folclore,209.40,6803970
1920,Caxangá,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",245.55,8144179
1921,Nos Bailes Da Vida,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",275.75,9126170
1922,Menestrel Das Alagoas,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",199.76,6542289
1923,Brasil,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",155.43,5252560
1924,Canção Do Novo Mundo,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Beto Guedes, Ronaldo Bastos",215.35,7032626
1925,Um Gosto De Sol,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Ronaldo Bastos",307.20,9893875
1926,Solar,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",156.21,5098288
1927,Para Lennon E McCartney,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Lô Borges, Márcio Borges, Fernando Brant",321.83,10626920
1928,"Maria, Maria",Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",72.46,2371543
1929,Minas,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Caetano Veloso",152.29,4921056
1930,"Fé Cega, Faca Amolada",Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Ronaldo Bastos",278.10,9258649
1931,Beijo Partido,Minas,Milton Nascimento,Latin,MPEG audio file,Toninho Horta,229.56,7506969
1932,Saudade Dos Aviões Da Panair (Conversando No Bar),Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",268.72,8805088
1933,Gran Circo,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Márcio Borges",251.30,8237026
1934,Ponta de Areia,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",272.80,8874285
1935,Trastevere,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Ronaldo Bastos",265.67,8708399
1936,Idolatrada,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Fernando Brant",286.25,9426153
1937,Leila (Venha Ser Feliz),Minas,Milton Nascimento,Latin,MPEG audio file,Milton Nascimento,209.74,6898507
1938,Paula E Bebeto,Minas,Milton Nascimento,Latin,MPEG audio file,"Milton Nascimento, Caetano Veloso",135.73,4583956
1939,Simples,Minas,Milton Nascimento,Latin,MPEG audio file,Nelson Angelo,133.09,4326333
1940,Norwegian Wood,Minas,Milton Nascimento,Latin,MPEG audio file,"John Lennon, Paul McCartney",413.91,13520382
1941,Caso Você Queira Saber,Minas,Milton Nascimento,Latin,MPEG audio file,"Beto Guedes, Márcio Borges",205.69,6787901
1942,Ace Of Spades,Ace Of Spades,Motörhead,Metal,MPEG audio file,Clarke/Kilmister/Taylor,169.93,5523552
1943,Love Me Like A Reptile,Ace Of Spades,Motörhead,Metal,MPEG audio file,Clarke/Kilmister/Taylor,203.55,6616389
1944,Shoot You In The Back,Ace Of Spades,Motörhead,Metal,MPEG audio file,Clarke/Kilmister/Taylor,160.03,5175327
