TRACK_ID,TRACK_NAME,ALBUM_TITLE,ARTIST_NAME,GENRE_NAME,MEDIA_TYPE_NAME,COMPOSER,SECONDS,BYTES
408,Free Speech For The Dumb,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Molaney/Morris/Roberts/Wainwright,155.43,5076048
409,It's Electric,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Harris/Tatler,214.00,6978601
410,Sabbra Cadabra,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Black Sabbath,380.34,12418147
411,Turn The Page,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Seger,366.52,11946327
412,Die Die My Darling,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Danzig,149.32,4867667
413,Loverman,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Cave,472.76,15446975
414,Mercyful Fate,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Diamond/Shermann,671.71,21942829
415,Astronomy,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,A.Bouchard/J.Bouchard/S.Pearlman,397.53,13065612
416,Whiskey In The Jar,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Traditional,305.01,9943129
417,Tuesday's Gone,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Collins/Van Zandt,545.75,17900787
418,The More I See,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file,Molaney/Morris/Roberts/Wainwright,287.97,9378873
419,A Kind Of Magic,Greatest Hits II,Queen,Rock,MPEG audio file,Roger Taylor,262.61,8689618
420,Under Pressure,Greatest Hits II,Queen,Rock,MPEG audio file,Queen & David Bowie,236.62,7739042
421,Radio GA GA,Greatest Hits II,Queen,Rock,MPEG audio file,Roger Taylor,343.75,11358573
422,I Want It All,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,241.68,7876564
423,I Want To Break Free,Greatest Hits II,Queen,Rock,MPEG audio file,John Deacon,259.11,8552861
424,Innuendo,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,387.76,12664591
425,It's A Hard Life,Greatest Hits II,Queen,Rock,MPEG audio file,Freddie Mercury,249.42,8112242
426,Breakthru,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,249.23,8150479
427,Who Wants To Live Forever,Greatest Hits II,Queen,Rock,MPEG audio file,Brian May,297.69,9577577
428,Headlong,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,273.06,8921404
429,The Miracle,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,294.97,9671923
430,I'm Going Slightly Mad,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,248.03,8192339
431,The Invisible Man,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,238.99,7920353
432,Hammer To Fall,Greatest Hits II,Queen,Rock,MPEG audio file,Brian May,220.32,7255404
433,Friends Will Be Friends,Greatest Hits II,Queen,Rock,MPEG audio file,Freddie Mercury & John Deacon,248.92,8114582
434,The Show Must Go On,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,263.78,8526760
435,One Vision,Greatest Hits II,Queen,Rock,MPEG audio file,Queen,242.60,7936928
436,Detroit Rock City,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, B. Ezrin",218.88,7146372
437,Black Diamond,Greatest Kiss,Kiss,Rock,MPEG audio file,Paul Stanley,314.15,10266007
438,Hard Luck Woman,Greatest Kiss,Kiss,Rock,MPEG audio file,Paul Stanley,216.03,7109267
439,Sure Know Something,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Vincent Poncia",242.47,7939886
440,Love Gun,Greatest Kiss,Kiss,Rock,MPEG audio file,Paul Stanley,196.26,6424915
441,Deuce,Greatest Kiss,Kiss,Rock,MPEG audio file,Gene Simmons,185.08,6097210
442,Goin' Blind,Greatest Kiss,Kiss,Rock,MPEG audio file,"Gene Simmons, S. Coronel",216.22,7045314
443,Shock Me,Greatest Kiss,Kiss,Rock,MPEG audio file,Ace Frehley,227.29,7529336
444,Do You Love Me,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, B. Ezrin, K. Fowley",214.99,6976194
445,She,Greatest Kiss,Kiss,Rock,MPEG audio file,"Gene Simmons, S. Coronel",248.35,8229734
446,I Was Made For Loving You,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Vincent Poncia, Desmond Child",271.36,9018078
447,Shout It Out Loud,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Gene Simmons, B. Ezrin",219.74,7194424
448,God Of Thunder,Greatest Kiss,Kiss,Rock,MPEG audio file,Paul Stanley,255.79,8309077
449,Calling Dr. Love,Greatest Kiss,Kiss,Rock,MPEG audio file,Gene Simmons,225.33,7395034
450,Beth,Greatest Kiss,Kiss,Rock,MPEG audio file,"S. Penridge, Bob Ezrin, Peter Criss",166.97,5360574
451,Strutter,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Gene Simmons",192.50,6317021
452,Rock And Roll All Nite,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Gene Simmons",173.61,5735902
453,Cold Gin,Greatest Kiss,Kiss,Rock,MPEG audio file,Ace Frehley,262.24,8609783
454,Plaster Caster,Greatest Kiss,Kiss,Rock,MPEG audio file,Gene Simmons,207.33,6801116
455,God Gave Rock 'n' Roll To You,Greatest Kiss,Kiss,Rock,MPEG audio file,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320.44,10441590
456,Heart of the Night,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,273.74,9098263
457,De La Luz,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,315.22,10518284
458,Westwood Moon,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,295.63,9765802
459,Midnight,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,266.87,8851060
460,Playtime,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,273.58,9070880
461,Surrender,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,287.63,9422926
462,Valentino's,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,296.12,9848545
463,Believe,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,310.78,10317185
464,As We Sleep,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,316.87,10429398
465,When Evening Falls,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,298.14,9863942
466,J Squared,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,288.76,9480777
467,Best Thing,Heart of the Night,Spyro Gyra,Jazz,MPEG audio file,,274.26,9069394
468,Maria,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,167.26,5484747
469,Poprocks And Coke,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,158.35,5243078
470,Longview,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,234.08,7714939
471,Welcome To Paradise,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,224.21,7406008
472,Basket Case,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,181.63,5951736
473,When I Come Around,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,178.36,5839426
474,She,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,134.16,4425128
475,J.A.R. (Jason Andrew Relva),International Superhits,Green Day,Alternative & Punk,MPEG audio file,Mike Dirnt -Words Green Day -Music,171.00,5645755
476,Geek Stink Breath,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,135.89,4408983
477,Brain Stew,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,193.15,6305550
478,Jaded,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,90.33,2950224
479,Walking Contradiction,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,151.17,4932366
480,Stuck With Me,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,135.52,4431357
481,Hitchin' A Ride,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,171.55,5616891
482,Good Riddance (Time Of Your Life),International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,153.60,5075241
483,Redundant,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,198.16,6481753
484,Nice Guys Finish Last,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,170.19,5604618
485,Minority,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,168.80,5535061
486,Warning,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,221.91,7343176
487,Waiting,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,192.76,6316430
488,Macy's Day Parade,International Superhits,Green Day,Alternative & Punk,MPEG audio file,Billie Joe Armstrong -Words Green Day -Music,213.42,7075573
489,Into The Light,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale,76.30,2452653
490,River Song,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale,439.51,14359478
491,She Give Me ...,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale,252.55,8385478
492,Don't You Cry,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale,347.04,11269612
493,Love Is Blind,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale/Earl Slick,345.00,11409720
494,Slave,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale/Earl Slick,291.89,9425200
495,Cry For Love,Into The Light,David Coverdale,Rock,MPEG audio file,Bossi/David Coverdale/Earl Slick,293.02,9567075
496,Living On Love,Into The Light,David Coverdale,Rock,MPEG audio file,Bossi/David Coverdale/Earl Slick,391.55,12785876
497,Midnight Blue,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale/Earl Slick,298.63,9750990
498,Too Many Tears,Into The Light,David Coverdale,Rock,MPEG audio file,Adrian Vanderberg/David Coverdale,359.50,11810238
499,Don't Lie To Me,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale/Earl Slick,283.59,9288007
500,Wherever You May Go,Into The Light,David Coverdale,Rock,MPEG audio file,David Coverdale,239.70,7803074
501,Grito De Alerta,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaga Jr.,202.21,6539422
502,Não Dá Mais Pra Segurar (Explode Coração),Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,219.77,7083012
503,Começaria Tudo Outra Vez,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,196.55,6473395
504,O Que É O Que É ?,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,259.29,8650647
505,Sangrando,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaga Jr/Gonzaguinha,169.72,5494406
506,"Diga Lá, Coração",Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,255.92,8280636
507,Lindo Lago Do Amor,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaga Jr.,249.68,8353191
508,Eu Apenas Queria Que Voçê Soubesse,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,155.64,5130056
509,Com A Perna No Mundo,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaga Jr.,227.45,7747108
510,E Vamos À Luta,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,222.41,7585112
511,Um Homem Também Chora (Guerreiro Menino),Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,207.23,6854219
512,Comportamento Geral,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaga Jr,181.58,5997444
513,Ponto De Interrogação,Meus Momentos,Gonzaguinha,Latin,MPEG audio file,,180.95,5946265
514,"Espere Por Mim, Morena",Meus Momentos,Gonzaguinha,Latin,MPEG audio file,Gonzaguinha,207.07,6796523
515,Meia-Lua Inteira,Minha Historia,Chico Buarque,Latin,MPEG audio file,,222.09,7466288
516,Voce e Linda,Minha Historia,Chico Buarque,Latin,MPEG audio file,,242.94,8050268
517,Um Indio,Minha Historia,Chico Buarque,Latin,MPEG audio file,,195.94,6453213
518,Podres Poderes,Minha Historia,Chico Buarque,Latin,MPEG audio file,,259.76,8622495
519,Voce Nao Entende Nada - Cotidiano,Minha Historia,Chico Buarque,Latin,MPEG audio file,,421.98,13885612
520,O Estrangeiro,Minha Historia,Chico Buarque,Latin,MPEG audio file,,374.70,12472890
521,Menino Do Rio,Minha Historia,Chico Buarque,Latin,MPEG audio file,,147.67,4862277
522,Qualquer Coisa,Minha Historia,Chico Buarque,Latin,MPEG audio file,,193.41,6372433
523,Sampa,Minha Historia,Chico Buarque,Latin,MPEG audio file,,185.05,6151831
524,Queixa,Minha Historia,Chico Buarque,Latin,MPEG audio file,,299.68,9953962
525,O Leaozinho,Minha Historia,Chico Buarque,Latin,MPEG audio file,,184.40,6098150
526,Fora Da Ordem,Minha Historia,Chico Buarque,Latin,MPEG audio file,,354.01,11746781
527,Terra,Minha Historia,Chico Buarque,Latin,MPEG audio file,,401.32,13224055
528,"Alegria, Alegria",Minha Historia,Chico Buarque,Latin,MPEG audio file,,169.22,5497025
529,Balada Do Louco,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista - Rita Lee,241.06,7852328
530,Ando Meio Desligado,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista - Rita Lee -  Sérgio Dias,287.82,9484504
531,Top Top,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Os Mutantes - Arnolpho Lima Filho,146.94,4875374
532,Baby,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Caetano Veloso,177.19,5798202
533,A E O Z,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Mutantes,518.56,16873005
534,Panis Et Circenses,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Caetano Veloso - Gilberto Gil,125.15,4069688
535,Chão De Estrelas,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Orestes Barbosa-Sílvio Caldas,284.81,9433620
536,Vida De Cachorro,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195.19,6411149
537,Bat Macumba,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Gilberto Gil - Caetano Veloso,187.79,6295223
538,Desculpe Babe,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista - Rita Lee,170.42,5637959
539,Rita Lee,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista/Rita Lee/Sérgio Dias,189.26,6270503
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,222.96,7346254
541,Banho De Lua,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,B. de Filippi - F. Migliaci - Versão: Fred Jorge,221.83,7232123
542,Meu Refrigerador Não Funciona,Minha História,Os Mutantes,Alternative & Punk,MPEG audio file,Arnaldo Baptista - Rita Lee - Sérgio Dias,382.98,12495906
543,Burn,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale/Lord/Paice,453.96,14775708
544,Stormbringer,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale,277.13,9050022
545,Gypsy,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale/Hughes/Lord/Paice,339.17,11046952
546,Lady Double Dealer,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale,233.59,7608759
547,Mistreated,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale,758.65,24596235
548,Smoke On The Water,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Gillan/Glover/Lord/Paice,618.03,20103125
549,You Fool No One,MK III The Final Concerts [Disc 1],Deep Purple,Rock,MPEG audio file,Coverdale/Lord/Paice,804.10,26369966
550,Custard Pie,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,Jimmy Page/Robert Plant,253.96,8348257
551,The Rover,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,Jimmy Page/Robert Plant,337.08,11011286
552,In My Time Of Dying,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,John Bonham/John Paul Jones,666.02,21676727
553,Houses Of The Holy,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,Jimmy Page/Robert Plant,242.49,7972503
554,Trampled Under Foot,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,John Paul Jones,336.69,11154468
555,Kashmir,Physical Graffiti [Disc 1],Led Zeppelin,Rock,MPEG audio file,John Bonham,508.60,16686580
556,Imperatriz,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Guga/Marquinho Lessa/Tuninho Professor,339.17,11348710
557,Beija-Flor,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Caruso/Cleber/Deo/Osmar,327.00,10991159
558,Viradouro,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,344.32,11484362
559,Mocidade,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",261.72,8817757
560,Unidos Da Tijuca,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",338.83,11440689
561,Salgueiro,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",305.92,10294741
562,Mangueira,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,298.32,9999506
563,União Da Ilha,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330.95,11100945
564,Grande Rio,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Carlos Santos/Ciro/Claudio Russo/Zé Luiz,307.25,10251428
565,Portela,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,319.61,10712216
566,Caprichosos,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Gule/Jorge 101/Lequinho/Luiz Piao,351.32,11870956
567,Tradição,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Adalto Magalha/Lourenco,269.17,9114880
568,Império Serrano,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao,334.94,11161196
569,Tuiuti,Sambas De Enredo 2001,Various Artists,Latin,MPEG audio file,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259.66,8749492
570,(Da Le) Yaleo,Supernatural,Santana,Rock,MPEG audio file,Santana,353.49,11769507
571,Love Of My Life,Supernatural,Santana,Rock,MPEG audio file,Carlos Santana & Dave Matthews,347.82,11634337
572,Put Your Lights On,Supernatural,Santana,Rock,MPEG audio file,E. Shrody,285.18,9394769
573,Africa Bamba,Supernatural,Santana,Rock,MPEG audio file,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282.83,9492487
574,Smooth,Supernatural,Santana,Rock,MPEG audio file,M. Itaal Shur & Rob Thomas,298.16,9867455
575,Do You Like The Way,Supernatural,Santana,Rock,MPEG audio file,L. Hill,354.90,11741062
576,Maria Maria,Supernatural,Santana,Rock,MPEG audio file,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262.64,8664601
577,Migra,Supernatural,Santana,Rock,MPEG audio file,"R. Taha, Carlos Santana & T. Lindsay",329.06,10963305
578,Corazon Espinado,Supernatural,Santana,Rock,MPEG audio file,F. Olivera,276.11,9206802
579,Wishing It Was,Supernatural,Santana,Rock,MPEG audio file,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292.83,9771348
580,El Farol,Supernatural,Santana,Rock,MPEG audio file,Carlos Santana & KC Porter,291.16,9599353
581,Primavera,Supernatural,Santana,Rock,MPEG audio file,KC Porter & JB Eckl,378.62,12504234
582,The Calling,Supernatural,Santana,Rock,MPEG audio file,Carlos Santana & C. Thompson,747.76,24703884
583,Solução,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,247.43,8100449
584,Manuel,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,230.27,7677671
585,Entre E Ouça,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,286.30,9391004
586,Um Contrato Com Deus,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,202.50,6636465
587,Um Jantar Pra Dois,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,244.01,8021589
588,Vamos Dançar,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,226.19,7617432
589,Um Love,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,181.60,6095524
590,Seis Da Tarde,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,238.45,7935898
591,Baixo Rio,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,198.01,6521676
592,Sombras Do Meu Destino,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,280.69,9161539
593,Do You Have Other Loves?,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,295.24,9604273
594,Agora Que O Dia Acordou,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,323.21,10572752
595,Já!!!,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,217.78,7103608
596,A Rua,The Best of Ed Motta,Ed Motta,Latin,MPEG audio file,,238.03,7930264
597,Now's The Time,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,197.46,6358868
598,Jeru,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,193.41,6222536
599,Compulsion,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,345.03,11254474
600,Tempus Fugit,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,231.78,7548434
601,Walkin',The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,807.39,26411634
602,'Round Midnight,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,357.46,11590284
603,Bye Bye Blackbird,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,476.00,15549224
604,New Rhumba,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,277.97,9018024
605,Generique,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,168.78,5437017
606,Summertime,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,200.44,6461370
607,So What,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,564.01,18360449
608,The Pan Piper,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,233.77,7593713
609,Someday My Prince Will Come,The Essential Miles Davis [Disc 1],Miles Davis,Jazz,MPEG audio file,Miles Davis,544.08,17890773
610,My Funny Valentine (Live),The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,907.52,29416781
611,E.S.P.,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,330.68,11079866
612,Nefertiti,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,473.50,15478450
613,Petits Machins (Little Stuff),The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,487.39,16131272
614,Miles Runs The Voodoo Down,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,843.96,27967919
615,Little Church (Live),The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,196.10,6273225
616,Black Satin,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,316.68,10529483
617,Jean Pierre (Live),The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,243.46,7955114
618,Time After Time,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,220.73,7292197
619,Portia,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,MPEG audio file,Miles Davis,378.78,12520126
620,Space Truckin',The Final Concerts (Disc 2),Deep Purple,Rock,MPEG audio file,Blackmore/Gillan/Glover/Lord/Paice,1196.09,39267613
621,Going Down / Highway Star,The Final Concerts (Disc 2),Deep Purple,Rock,MPEG audio file,Gillan/Glover/Lord/Nix - Blackmore/Paice,913.66,29846063
622,Mistreated (Alternate Version),The Final Concerts (Disc 2),Deep Purple,Rock,MPEG audio file,Blackmore/Coverdale,854.70,27775442
623,You Fool No One (Alternate Version),The Final Concerts (Disc 2),Deep Purple,Rock,MPEG audio file,Blackmore/Coverdale/Lord/Paice,763.92,24887209
624,Jeepers Creepers,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,185.97,5991903
625,Blue Rythm Fantasy,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,348.21,11204006
626,Drum Boogie,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,191.56,6185636
627,Let Me Off Uptown,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,187.64,6034685
628,Leave Us Leap,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,182.73,5898810
629,Opus No.1,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,179.80,5846041
630,Boogie Blues,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,204.20,6603153
631,How High The Moon,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,201.43,6529487
632,Disc Jockey Jump,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,193.15,6260820
633,Up An' Atom,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,179.57,5822645
634,Bop Boogie,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,189.60,6093124
635,Lemon Drop,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,194.09,6287531
636,Coronation Drop,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,176.22,5899898
637,Overtime,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,163.03,5432236
638,Imagination,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,289.31,9444385
639,Don't Take Your Love From Me,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,282.33,9244238
640,Midget,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,217.03,7257663
641,I'm Coming Virginia,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,280.16,9209827
642,Payin' Them Dues Blues,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,198.56,6536918
643,Jungle Drums,Up An' Atom,Gene Krupa,Jazz,MPEG audio file,,199.63,6546063
